regiao,estado,municipio,votos_Bolsonaro,votos_Lula
Nordeste,BA,NOVA VICOSA,10455,11687
Centro-Oeste,MT,NOVA XAVANTINA,8011,3581
Exterior,ZZ,NOVA YORK,6068,5331
Sudeste,SP,NOVAIS,1709,1080
Norte,TO,NOVO ACORDO,1222,1626
Norte,AM,NOVO AIRAO,3727,4166
Norte,TO,NOVO ALEGRE,529,937
Norte,AM,NOVO ARIPUANA,2105,6747
Sul,RS,NOVO BARREIRO,1471,1595
Centro-Oeste,GO,NOVO BRASIL,1443,1126
Sul,RS,NOVO CABRAIS,1741,1197
Sudeste,MG,NOVO CRUZEIRO,3407,11217
Centro-Oeste,GO,NOVO GAMA,21719,17817
Sul,RS,NOVO HAMBURGO,95799,44134
Nordeste,BA,NOVO HORIZONTE,1506,5701
Sudeste,SP,NOVO HORIZONTE,15093,6705
Sul,SC,NOVO HORIZONTE,1221,895
Centro-Oeste,MT,NOVO HORIZONTE DO NORTE,1603,767
Norte,RO,NOVO HORIZONTE DO OESTE,3422,1849
Centro-Oeste,MS,NOVO HORIZONTE DO SUL,1416,1429
Sul,PR,NOVO ITACOLOMI,1439,874
Norte,TO,NOVO JARDIM,465,1113
Nordeste,AL,NOVO LINO,3067,3065
Sul,RS,NOVO MACHADO,1693,938
Centro-Oeste,MT,NOVO MUNDO,2723,1111
Nordeste,CE,NOVO ORIENTE,2806,14414
Sudeste,MG,NOVO ORIENTE DE MINAS,1503,4168
Nordeste,PI,NOVO ORIENTE DO PIAUI,416,3394
Centro-Oeste,GO,NOVO PLANALTO,1426,1257
Norte,PA,NOVO PROGRESSO,13776,2838
Norte,PA,NOVO REPARTIMENTO,18037,14079
Nordeste,PI,NOVO SANTO ANTONIO,414,3005
Centro-Oeste,MT,NOVO SANTO ANTONIO,743,481
Centro-Oeste,MT,NOVO SAO JOAQUIM,2658,1241
Sul,RS,NOVO TIRADENTES,686,815
Nordeste,BA,NOVO TRIUNFO,1076,4787
Sul,RS,NOVO XINGU,665,649
Sudeste,MG,NOVORIZONTE,1264,2128
Sudeste,SP,NUPORANGA,2828,1690
Norte,PA,OBIDOS,8577,19876
Nordeste,CE,OCARA,4742,14105
Sudeste,SP,OCAUCU,1442,1148
Nordeste,PI,OEIRAS,5162,17777
Norte,PA,OEIRAS DO PARA,3587,14518
Norte,AP,OIAPOQUE,4444,8150
Sudeste,MG,OLARIA,553,1180
Sudeste,SP,OLEO,1163,671
Nordeste,PB,OLHO D'AGUA,1021,3989
Nordeste,MA,OLHO D'AGUA DAS CUNHAS,2214,8566
Nordeste,AL,OLHO D'AGUA DAS FLORES,3906,7232
Nordeste,RN,OLHO D'AGUA DO BORGES,591,2801
Nordeste,AL,OLHO D'AGUA DO CASADO,597,4553
Nordeste,PI,OLHO D'AGUA DO PIAUI,330,1482
Nordeste,AL,OLHO D'AGUA GRANDE,557,2637
Sudeste,MG,OLHOS D'AGUA,904,2939
Sudeste,SP,OLIMPIA,20690,11020
Sudeste,MG,OLIMPIO NORONHA,819,1193
Nordeste,PE,OLINDA,101401,144847
Nordeste,MA,OLINDA NOVA DO MARANHAO,1112,6137
Nordeste,BA,OLINDINA,2173,12180
Nordeste,PB,OLIVEDOS,783,2275
Sudeste,MG,OLIVEIRA,12969,12804
Norte,TO,OLIVEIRA DE FATIMA,499,652
Nordeste,BA,OLIVEIRA DOS BREJINHOS,2252,10397
Sudeste,MG,OLIVEIRA FORTES,547,1409
Nordeste,AL,OLIVENCA,1675,5074
Sudeste,MG,ONCA DE PITANGUI,1583,1014
Sudeste,SP,ONDA VERDE,1803,1339
Sudeste,MG,ORATORIOS,785,2523
Sudeste,SP,ORIENTE,2503,1456
Sudeste,SP,ORINDIUVA,1976,1833
Norte,PA,ORIXIMINA,14432,19101
Sudeste,MG,ORIZANIA,2219,2722
Centro-Oeste,GO,ORIZONA,5321,3879
Sudeste,SP,ORLANDIA,14135,8879
Sul,SC,ORLEANS,12264,3186
Nordeste,PE,OROBO,2679,10941
Nordeste,PE,OROCO,1708,7303
Nordeste,CE,OROS,2709,10833
Sul,PR,ORTIGUEIRA,6128,8002
Sudeste,SP,OSASCO,218756,222285
Sudeste,SP,OSCAR BRESSANE,1280,594
Exterior,ZZ,OSLO,197,628
Sul,RS,OSORIO,14629,13612
Sudeste,SP,OSVALDO CRUZ,12445,5306
Sul,SC,OTACILIO COSTA,7068,3681
Exterior,ZZ,OTTAWA,381,680
Norte,PA,OUREM,3112,9050
Nordeste,BA,OURICANGAS,740,4295
Nordeste,PE,OURICURI,5018,30469
Norte,PA,OURILANDIA DO NORTE,10144,6435
Sudeste,SP,OURINHOS,36790,22040
Sul,PR,OURIZONA,1059,1207
Sul,SC,OURO,3436,1395
Sudeste,MG,OURO BRANCO,11885,12941
Nordeste,AL,OURO BRANCO,1416,5393
Nordeste,RN,OURO BRANCO,895,2603
Sudeste,MG,OURO FINO,12819,6138
Sudeste,MG,OURO PRETO,14872,34587
Norte,RO,OURO PRETO DO OESTE,14631,5872
Nordeste,PB,OURO VELHO,444,1944
Sul,SC,OURO VERDE,1048,601
Sudeste,SP,OURO VERDE,2325,2276
Centro-Oeste,GO,OURO VERDE DE GOIAS,1728,1184
Sudeste,MG,OURO VERDE DE MINAS,1896,2910
Sul,PR,OURO VERDE DO OESTE,2490,1469
Sudeste,SP,OUROESTE,3359,2403
Nordeste,BA,OUROLANDIA,3911,6494
Centro-Oeste,GO,OUVIDOR,3163,3683
Sudeste,SP,PACAEMBU,4007,2074
Norte,PA,PACAJA,12112,8039
Nordeste,CE,PACAJUS,15370,27190
Norte,RR,PACARAIMA,3838,2165
Nordeste,CE,PACATUBA,15994,27327
Nordeste,SE,PACATUBA,1438,6566
Nordeste,MA,PACO DO LUMIAR,22057,38537
Nordeste,CE,PACOTI,1734,6438
Nordeste,CE,PACUJA,578,4028
Centro-Oeste,GO,PADRE BERNARDO,7905,6329
Sudeste,MG,PADRE CARVALHO,902,2205
Nordeste,PI,PADRE MARCOS,774,3893
Sudeste,MG,PADRE PARAISO,3419,5595
Nordeste,PI,PAES LANDIM,812,2187
Sudeste,MG,PAI PEDRO,934,2881
Sul,SC,PAIAL,765,804
Sul,PR,PAICANDU,12968,9501
Sul,RS,PAIM FILHO,1720,1484
Sudeste,MG,PAINEIRAS,1289,1908
Sul,SC,PAINEL,1087,870
Sudeste,MG,PAINS,2854,2510
Sudeste,MG,PAIVA,443,872
Nordeste,PI,PAJEU DO PIAUI,390,2136
Sudeste,SP,PALESTINA,4087,2647
Nordeste,AL,PALESTINA,658,2354
Centro-Oeste,GO,PALESTINA DE GOIAS,1613,1124
Norte,PA,PALESTINA DO PARA,1774,2580
Nordeste,CE,PALHANO,2255,5005
Sul,SC,PALHOCA,72870,38048
Sudeste,MG,PALMA,1466,2591
Sul,SC,PALMA SOLA,2134,2308
Nordeste,CE,PALMACIA,1820,5572
Nordeste,PE,PALMARES,9121,21111
Sul,RS,PALMARES DO SUL,4318,3498
Sudeste,SP,PALMARES PAULISTA,3250,2835
Sul,PR,PALMAS,11024,12752
Norte,TO,PALMAS,95715,62961
Nordeste,BA,PALMAS DE MONTE ALTO,2000,11456
Sul,PR,PALMEIRA,14919,6852
Sul,SC,PALMEIRA,1442,854
Sudeste,SP,PALMEIRA D'OESTE,3453,2289
Sul,RS,PALMEIRA DAS MISSOES,10337,8979
Nordeste,PI,PALMEIRA DO PIAUI,733,2689
Nordeste,AL,PALMEIRA DOS INDIOS,13468,23869
Nordeste,PI,PALMEIRAIS,1279,8211
Nordeste,MA,PALMEIRANDIA,1548,9897
Norte,TO,PALMEIRANTE,945,1902
Nordeste,BA,PALMEIRAS,839,5261
Centro-Oeste,GO,PALMEIRAS DE GOIAS,10469,6112
Norte,TO,PALMEIRAS DO TOCANTINS,1156,1920
Nordeste,PE,PALMEIRINA,674,3507
Norte,TO,PALMEIROPOLIS,2394,1958
Centro-Oeste,GO,PALMELO,925,795
Centro-Oeste,GO,PALMINOPOLIS,2136,1079
Sudeste,SP,PALMITAL,8260,4425
Sul,PR,PALMITAL,3808,4560
Sul,RS,PALMITINHO,2215,2692
Sul,SC,PALMITOS,7062,2962
Sudeste,MG,PALMOPOLIS,1007,3008
Sul,PR,PALOTINA,14852,5145
Centro-Oeste,GO,PANAMA,959,983
Exterior,ZZ,PANAMA,392,252
Sul,RS,PANAMBI,18425,7749
Sudeste,ES,PANCAS,5835,5026
Nordeste,PE,PANELAS,3306,11117
Sudeste,SP,PANORAMA,4785,3172
Sul,RS,PANTANO GRANDE,2643,3725
Nordeste,AL,PAO DE ACUCAR,2966,9656
Sudeste,MG,PAPAGAIOS,4748,4605
Sul,SC,PAPANDUVA,6883,5127
Nordeste,PI,PAQUETA,544,2676
Sudeste,MG,PARA DE MINAS,33252,18210
Sudeste,RJ,PARACAMBI,15528,10260
Sudeste,MG,PARACATU,28345,21379
Nordeste,CE,PARACURU,7583,17580
Norte,PA,PARAGOMINAS,32193,22155
Sudeste,MG,PARAGUACU,7022,5963
Sudeste,SP,PARAGUACU PAULISTA,13739,9564
Sul,RS,PARAI,3888,1233
Sudeste,RJ,PARAIBA DO SUL,14086,11138
Nordeste,MA,PARAIBANO,1740,8950
Sudeste,SP,PARAIBUNA,5446,5128
Nordeste,CE,PARAIPABA,7736,13211
Sul,SC,PARAISO,1486,1477
Sudeste,SP,PARAISO,2285,1293
Centro-Oeste,MS,PARAISO DAS AGUAS,2064,795
Sul,PR,PARAISO DO NORTE,4262,3609
Sul,RS,PARAISO DO SUL,2758,1662
Norte,TO,PARAISO DO TOCANTINS,17707,8349
Sudeste,MG,PARAISOPOLIS,7517,5004
Exterior,ZZ,PARAMARIBO,354,131
Nordeste,CE,PARAMBU,5529,13802
Nordeste,BA,PARAMIRIM,2479,10430
Nordeste,CE,PARAMOTI,1580,6269
Norte,TO,PARANA,1136,4449
Nordeste,RN,PARANA,318,2768
Sul,PR,PARANACITY,2799,3131
Sul,PR,PARANAGUA,54905,28097
Centro-Oeste,MS,PARANAIBA,12820,9667
Centro-Oeste,GO,PARANAIGUARA,2366,2913
Centro-Oeste,MT,PARANAITA,4903,2106
Sudeste,SP,PARANAPANEMA,6046,4599
Sul,PR,PARANAPOEMA,692,1009
Sudeste,SP,PARANAPUA,1574,1182
Nordeste,PE,PARANATAMA,1159,7075
Centro-Oeste,MT,PARANATINGA,7801,3344
Sul,PR,PARANAVAI,33961,16163
Centro-Oeste,MS,PARANHOS,2388,3295
Sudeste,MG,PARAOPEBA,8438,7309
Sudeste,SP,PARAPUA,3860,2090
Nordeste,PB,PARARI,328,1369
Nordeste,BA,PARATINGA,2794,15360
Sudeste,RJ,PARATY,15329,9086
Nordeste,RN,PARAU,851,2431
Norte,PA,PARAUAPEBAS,83810,56389
Centro-Oeste,GO,PARAUNA,3988,2681
Nordeste,RN,PARAZINHO,1146,2858
Sudeste,SP,PARDINHO,2529,1629
Sul,RS,PARECI NOVO,2107,680
Norte,RO,PARECIS,1405,904
Nordeste,RN,PARELHAS,5380,8320
Nordeste,AL,PARICONHA,562,5771
Norte,AM,PARINTINS,8809,41689
Nordeste,BA,PARIPIRANGA,3279,14495
Nordeste,AL,PARIPUEIRA,4187,3742
Sudeste,SP,PARIQUERA-ACU,7365,3595
Exterior,ZZ,PARIS,1622,7885
Sudeste,SP,PARISI,1274,814
Nordeste,PI,PARNAGUA,820,4577
Nordeste,PI,PARNAIBA,30185,57757
Nordeste,PE,PARNAMIRIM,1301,12468
Nordeste,RN,PARNAMIRIM,60389,52136
Nordeste,MA,PARNARAMA,2397,15977
Sul,RS,PAROBE,20009,11312
Exterior,ZZ,PASO LOS LIBRES,0,0
Nordeste,RN,PASSA E FICA,2515,4843
Sudeste,MG,PASSA QUATRO,4946,5392
Sul,RS,PASSA SETE,1507,1523
Sudeste,MG,PASSA TEMPO,2372,3211
Sudeste,MG,PASSA VINTE,848,1000
Sudeste,MG,PASSABEM,518,871
Nordeste,RN,PASSAGEM,965,1910
Nordeste,PB,PASSAGEM,436,1524
Nordeste,MA,PASSAGEM FRANCA,1910,8295
Nordeste,PI,PASSAGEM FRANCA DO PIAUI,623,2141
Nordeste,PE,PASSIRA,4785,14746
Nordeste,AL,PASSO DE CAMARAGIBE,3388,5016
Sul,SC,PASSO DE TORRES,3632,2049
Sul,RS,PASSO DO SOBRADO,2324,1876
Sul,RS,PASSO FUNDO,66922,51070
Sudeste,MG,PASSOS,32256,28437
Sul,SC,PASSOS MAIA,1228,1494
Nordeste,MA,PASTOS BONS,2156,8976
Sudeste,MG,PATIS,736,2958
Sul,PR,PATO BRAGADO,2855,825
Sul,PR,PATO BRANCO,31260,19717
Nordeste,PB,PATOS,17506,34464
Sudeste,MG,PATOS DE MINAS,56293,30612
Nordeste,PI,PATOS DO PIAUI,499,3586
Sudeste,MG,PATROCINIO,31972,20332
Sudeste,MG,PATROCINIO DO MURIAE,1707,2284
Sudeste,SP,PATROCINIO PAULISTA,4887,3136
Nordeste,RN,PATU,1786,5793
Sudeste,RJ,PATY DO ALFERES,11062,6589
Nordeste,BA,PAU BRASIL,2318,3257
Norte,PA,PAU D'ARCO,2849,2369
Norte,TO,PAU D'ARCO,1186,1307
Nordeste,PI,PAU D'ARCO DO PIAUI,594,3337
Nordeste,RN,PAU DOS FERROS,3920,12715
Nordeste,PE,PAUDALHO,13715,21236
Norte,AM,PAUINI,2237,4838
Sudeste,MG,PAULA CANDIDO,1659,4179
Sul,PR,PAULA FREITAS,2263,1406
Sudeste,SP,PAULICEIA,2754,1670
Sudeste,SP,PAULINIA,38254,26362
Nordeste,MA,PAULINO NEVES,1757,8867
Nordeste,PB,PAULISTA,1979,5642
Nordeste,PE,PAULISTA,77951,108875
Nordeste,PI,PAULISTANA,1891,10781
Sudeste,SP,PAULISTANIA,888,515
Sudeste,MG,PAULISTAS,556,2340
Nordeste,BA,PAULO AFONSO,13241,49734
Sul,RS,PAULO BENTO,1181,610
Sudeste,SP,PAULO DE FARIA,2221,2368
Sul,PR,PAULO FRONTIN,2700,1888
Nordeste,AL,PAULO JACINTO,1247,3059
Sul,SC,PAULO LOPES,3588,1894
Nordeste,MA,PAULO RAMOS,3103,8798
Sudeste,MG,PAVAO,1403,2956
Sul,RS,PAVERAMA,2788,1858
Nordeste,PI,PAVUSSU,282,2534
Nordeste,BA,PE DE SERRA,2886,6191
Sul,PR,PEABIRU,4582,3427
Sudeste,MG,PECANHA,3033,5785
Sudeste,SP,PEDERNEIRAS,17743,8060
Nordeste,PE,PEDRA,2312,11534
Sudeste,MG,PEDRA AZUL,4712,7018
Sudeste,SP,PEDRA BELA,2265,1588
Sudeste,MG,PEDRA BONITA,2496,2255
Nordeste,PB,PEDRA BRANCA,649,2090
Nordeste,CE,PEDRA BRANCA,3081,21884
Norte,AP,PEDRA BRANCA DO AMAPARI,2856,3590
Sudeste,MG,PEDRA DO ANTA,729,1970
Sudeste,MG,PEDRA DO INDAIA,1726,1173
Sudeste,MG,PEDRA DOURADA,824,1327
Nordeste,RN,PEDRA GRANDE,743,2290
Nordeste,PB,PEDRA LAVRADA,932,3787
Nordeste,SE,PEDRA MOLE,668,1835
Centro-Oeste,MT,PEDRA PRETA,5963,4653
Nordeste,RN,PEDRA PRETA,704,1733
Sudeste,MG,PEDRALVA,4307,2985
Sudeste,SP,PEDRANOPOLIS,1043,826
Nordeste,BA,PEDRAO,542,4327
Sul,RS,PEDRAS ALTAS,508,997
Nordeste,PB,PEDRAS DE FOGO,5820,12482
Sudeste,MG,PEDRAS DE MARIA DA CRUZ,1199,4075
Sul,SC,PEDRAS GRANDES,2578,754
Sudeste,SP,PEDREGULHO,4145,4914
Sudeste,SP,PEDREIRA,18555,7263
Nordeste,MA,PEDREIRAS,7686,14738
Nordeste,SE,PEDRINHAS,1420,4024
Sudeste,SP,PEDRINHAS PAULISTA,1427,719
Sudeste,MG,PEDRINOPOLIS,1283,1196
Norte,TO,PEDRO AFONSO,3732,3833
Nordeste,BA,PEDRO ALEXANDRE,1045,6252
Nordeste,RN,PEDRO AVELINO,1149,3319
Sudeste,ES,PEDRO CANARIO,5170,7296
Sudeste,SP,PEDRO DE TOLEDO,2944,2439
Nordeste,MA,PEDRO DO ROSARIO,1750,10654
Centro-Oeste,MS,PEDRO GOMES,2257,1966
Nordeste,PI,PEDRO II,5641,18543
Exterior,ZZ,PEDRO JUAN CABALLERO,260,98
Nordeste,PI,PEDRO LAURENTINO,654,1543
Sudeste,MG,PEDRO LEOPOLDO,21063,17093
Sul,RS,PEDRO OSORIO,1706,3373
Nordeste,PB,PEDRO REGIS,968,2784
Sudeste,MG,PEDRO TEIXEIRA,435,1495
Nordeste,RN,PEDRO VELHO,2300,6797
Norte,TO,PEIXE,1764,3454
Norte,PA,PEIXE-BOI,1940,4680
Centro-Oeste,MT,PEIXOTO DE AZEVEDO,9632,7102
Sul,RS,PEJUCARA,1567,983
Sul,RS,PELOTAS,83962,107854
Nordeste,CE,PENAFORTE,1067,5425
Nordeste,MA,PENALVA,2345,15341
Sudeste,SP,PENAPOLIS,22499,11804
Nordeste,RN,PENDENCIAS,1742,6685
Nordeste,AL,PENEDO,10513,18554
Sul,SC,PENHA,13120,4345
Nordeste,CE,PENTECOSTE,6145,19551
Sudeste,MG,PEQUERI,1043,1396
Sudeste,MG,PEQUI,1495,1433
Exterior,ZZ,PEQUIM,23,47
Norte,TO,PEQUIZEIRO,1397,1851
Sudeste,MG,PERDIGAO,4892,1586
Sudeste,MG,PERDIZES,5847,4163
Sudeste,MG,PERDOES,7363,5975
Sudeste,SP,PEREIRA BARRETO,8109,6066
Sudeste,SP,PEREIRAS,2807,1963
Nordeste,CE,PEREIRO,1643,9374
Nordeste,MA,PERI MIRIM,1340,6508
Sudeste,MG,PERIQUITO,2182,2447
Sul,SC,PERITIBA,1710,624
Nordeste,MA,PERITORO,2123,9994
Sul,PR,PEROBAL,2811,1461
Sul,PR,PEROLA,4454,2767
Sul,PR,PEROLA D'OESTE,2569,1821
Centro-Oeste,GO,PEROLANDIA,1277,1028
Sudeste,SP,PERUIBE,23989,17466
Sudeste,MG,PESCADOR,774,1532
Sul,SC,PESCARIA BRAVA,3898,2615
Nordeste,PE,PESQUEIRA,6157,29564
Sul,SC,PETROLANDIA,3579,1016
Nordeste,PE,PETROLANDIA,3493,14965
Nordeste,PE,PETROLINA,59182,123571
Centro-Oeste,GO,PETROLINA DE GOIAS,3377,2196
Sudeste,RJ,PETROPOLIS,110803,67181
Nordeste,AL,PIACABUCU,3013,6131
Sudeste,SP,PIACATU,2240,1352
Nordeste,PB,PIANCO,2379,7001
Nordeste,BA,PIATA,2850,9170
Sudeste,MG,PIAU,841,1599
Sul,RS,PICADA CAFE,2628,1006
Norte,PA,PICARRA,3609,3208
Nordeste,PI,PICOS,11563,31661
Nordeste,PB,PICUI,3060,8593
Sudeste,SP,PIEDADE,19474,11265
Sudeste,MG,PIEDADE DE CARATINGA,3236,2635
Sudeste,MG,PIEDADE DE PONTE NOVA,838,2048
Sudeste,MG,PIEDADE DO RIO GRANDE,1201,1805
Sudeste,MG,PIEDADE DOS GERAIS,1943,1861
Sul,PR,PIEN,6253,2314
Nordeste,BA,PILAO ARCADO,3093,17222
Nordeste,AL,PILAR,8763,11002
Nordeste,PB,PILAR,2197,5645
Centro-Oeste,GO,PILAR DE GOIAS,1159,1459
Sudeste,SP,PILAR DO SUL,11070,6183
Nordeste,RN,PILOES,318,2339
Nordeste,PB,PILOES,1076,3926
Nordeste,PB,PILOEZINHOS,733,3288
Sudeste,MG,PIMENTA,3011,2408
Norte,RO,PIMENTA BUENO,14932,4927
Nordeste,PI,PIMENTEIRAS,1141,5701
Norte,RO,PIMENTEIRAS DO OESTE,943,495
Nordeste,BA,PINDAI,1919,8136
Sudeste,SP,PINDAMONHANGABA,57969,32659
Nordeste,MA,PINDARE-MIRIM,4304,14222
Nordeste,AL,PINDOBA,594,1261
Nordeste,BA,PINDOBACU,3455,8354
Sudeste,SP,PINDORAMA,5615,2866
Norte,TO,PINDORAMA DO TOCANTINS,1074,1633
Nordeste,CE,PINDORETAMA,4234,11350
Sudeste,MG,PINGO D'AGUA,1171,1987
Sul,PR,PINHAIS,46689,27925
Sul,RS,PINHAL,1106,813
Sul,RS,PINHAL DA SERRA,1048,822
Sul,PR,PINHAL DE SAO BENTO,542,1378
Sul,RS,PINHAL GRANDE,1319,1540
Sul,PR,PINHALAO,2480,1898
Sudeste,SP,PINHALZINHO,5480,2738
Sul,SC,PINHALZINHO,7754,4943
Nordeste,SE,PINHAO,874,3275
Sul,PR,PINHAO,7026,10741
Sudeste,RJ,PINHEIRAL,6402,7542
Sul,RS,PINHEIRINHO DO VALE,1569,1421
Nordeste,MA,PINHEIRO,11124,32787
Sul,RS,PINHEIRO MACHADO,2335,4774
Sul,SC,PINHEIRO PRETO,1521,850
Sudeste,ES,PINHEIROS,5180,8064
Nordeste,BA,PINTADAS,2209,4043
Sul,RS,PINTO BANDEIRA,1677,332
Sudeste,MG,PINTOPOLIS,1142,3145
Nordeste,PI,PIO IX,1576,9647
Nordeste,MA,PIO XII,2811,11135
Sudeste,SP,PIQUEROBI,1150,1171
Nordeste,CE,PIQUET CARNEIRO,1407,8179
Sudeste,SP,PIQUETE,4981,2645
Sudeste,SP,PIRACAIA,10978,5471
Centro-Oeste,GO,PIRACANJUBA,7634,6392
Sudeste,MG,PIRACEMA,1929,2775
Sudeste,SP,PIRACICABA,155716,73612
Nordeste,PI,PIRACURUCA,4130,14610
Sudeste,RJ,PIRAI,8935,8385
Nordeste,BA,PIRAI DO NORTE,1258,3779
Sul,PR,PIRAI DO SUL,9166,5549
Sudeste,SP,PIRAJU,9893,6896
Sudeste,MG,PIRAJUBA,1586,1789
Sudeste,SP,PIRAJUI,7453,3977
Nordeste,SE,PIRAMBU,1638,4250
Sudeste,MG,PIRANGA,3170,6120
Sudeste,SP,PIRANGI,4321,1989
Sudeste,MG,PIRANGUCU,2263,1387
Sudeste,MG,PIRANGUINHO,3032,2603
Centro-Oeste,GO,PIRANHAS,3985,3231
Nordeste,AL,PIRANHAS,1990,11134
Nordeste,MA,PIRAPEMAS,1519,7452
Sudeste,MG,PIRAPETINGA,3459,4346
Sul,RS,PIRAPO,708,976
Sudeste,MG,PIRAPORA,16654,13515
Sudeste,SP,PIRAPORA DO BOM JESUS,4613,5518
Sudeste,SP,PIRAPOZINHO,9216,6224
Sul,PR,PIRAQUARA,30480,22971
Norte,TO,PIRAQUE,653,974
Sudeste,SP,PIRASSUNUNGA,29979,13061
Sul,RS,PIRATINI,4180,7105
Sudeste,SP,PIRATININGA,5147,2355
Sul,SC,PIRATUBA,2856,1417
Sudeste,MG,PIRAUBA,3200,4356
Centro-Oeste,GO,PIRENOPOLIS,8523,6870
Centro-Oeste,GO,PIRES DO RIO,10397,5918
Nordeste,CE,PIRES FERREIRA,1220,5311
Nordeste,BA,PIRIPA,1269,4807
Nordeste,PI,PIRIPIRI,9279,28281
Nordeste,BA,PIRITIBA,2529,7926
Nordeste,PB,PIRPIRITUBA,1428,4359
Sul,PR,PITANGA,9980,10432
Sul,PR,PITANGUEIRAS,1312,750
Sudeste,SP,PITANGUEIRAS,10554,8842
Sudeste,MG,PITANGUI,10955,5960
Nordeste,PB,PITIMBU,2913,6366
Norte,TO,PIUM,2157,2093
Sudeste,ES,PIUMA,7657,4908
Sudeste,MG,PIUMHI,12460,7058
Norte,PA,PLACAS,6541,3632
Norte,AC,PLACIDO DE CASTRO,6176,2306
Centro-Oeste,GO,PLANALTINA,24240,22757
Sul,PR,PLANALTINA DO PARANA,1249,1394
Nordeste,BA,PLANALTINO,889,4190
Sul,PR,PLANALTO,4107,4316
Sudeste,SP,PLANALTO,1606,1472
Sul,RS,PLANALTO,3448,2779
Nordeste,BA,PLANALTO,4166,10576
Sul,SC,PLANALTO ALEGRE,1131,1218
Centro-Oeste,MT,PLANALTO DA SERRA,976,993
Sudeste,MG,PLANURA,3045,3093
Sudeste,SP,PLATINA,1306,737
Sudeste,SP,POA,36451,34621
Nordeste,PE,POCAO,1134,6232
Nordeste,MA,POCAO DE PEDRAS,2792,8083
Nordeste,PB,POCINHOS,3632,7233
Nordeste,RN,POCO BRANCO,1658,7098
Nordeste,PB,POCO DANTAS,341,2585
Sul,RS,POCO DAS ANTAS,1169,458
Nordeste,AL,POCO DAS TRINCHEIRAS,1027,6302
Nordeste,PB,POCO DE JOSE DE MOURA,463,2557
Sudeste,MG,POCO FUNDO,5208,5065
Nordeste,SE,POCO REDONDO,3457,12133
Nordeste,SE,POCO VERDE,3174,11247
Nordeste,BA,POCOES,6553,20662
Centro-Oeste,MT,POCONE,6510,11394
Sudeste,MG,POCOS DE CALDAS,52121,37183
Sudeste,MG,POCRANE,2631,2932
Nordeste,BA,POJUCA,4717,16332
Sudeste,SP,POLONI,2149,1235
Nordeste,PB,POMBAL,6338,12585
Nordeste,PE,POMBOS,5403,10427
Sul,SC,POMERODE,16570,4007
Sudeste,SP,POMPEIA,9001,3661
Sudeste,MG,POMPEU,8089,10254
Sudeste,SP,PONGAI,1575,755
Norte,PA,PONTA DE PEDRAS,4140,12129
Sul,PR,PONTA GROSSA,130481,69975
Centro-Oeste,MS,PONTA PORA,31547,18781
Sudeste,SP,PONTAL,11760,10562
Centro-Oeste,MT,PONTAL DO ARAGUAIA,2187,1554
Sul,PR,PONTAL DO PARANA,9148,6466
Centro-Oeste,GO,PONTALINA,6080,4971
Sudeste,SP,PONTALINDA,1192,1247
Sul,RS,PONTAO,1428,1370
Sul,SC,PONTE ALTA,1942,1285
Norte,TO,PONTE ALTA DO BOM JESUS,769,1772
Sul,SC,PONTE ALTA DO NORTE,1124,887
Norte,TO,PONTE ALTA DO TOCANTINS,1916,2091
Centro-Oeste,MT,PONTE BRANCA,558,826
Sudeste,MG,PONTE NOVA,11451,22919
Sul,RS,PONTE PRETA,1020,505
Sul,SC,PONTE SERRADA,3320,3163
Centro-Oeste,MT,PONTES E LACERDA,17559,5698
Sudeste,SP,PONTES GESTAL,1002,748
Sudeste,ES,PONTO BELO,1614,2956
Sudeste,MG,PONTO CHIQUE,531,2001
Sudeste,MG,PONTO DOS VOLANTES,1829,4355
Nordeste,BA,PONTO NOVO,2105,7915
Sudeste,SP,POPULINA,1218,1594
Nordeste,CE,PORANGA,1041,6336
Sudeste,SP,PORANGABA,3152,2216
Centro-Oeste,GO,PORANGATU,12830,10468
Sudeste,RJ,PORCIUNCULA,4711,5510
Sul,PR,PORECATU,3896,3650
Exterior,ZZ,PORT OF SPAIN,15,16
Nordeste,RN,PORTALEGRE,1568,3603
Sul,RS,PORTAO,12331,7692
Centro-Oeste,GO,PORTEIRAO,1345,1267
Nordeste,CE,PORTEIRAS,1398,9479
Sudeste,MG,PORTEIRINHA,8462,14983
Norte,PA,PORTEL,8354,16351
Centro-Oeste,GO,PORTELANDIA,1292,1115
Nordeste,PI,PORTO,1527,4930
Exterior,ZZ,PORTO,5134,9450
Norte,AC,PORTO ACRE,7384,2317
Sul,RS,PORTO ALEGRE,380499,437798
Centro-Oeste,MT,PORTO ALEGRE DO NORTE,3418,2176
Nordeste,PI,PORTO ALEGRE DO PIAUI,312,1204
Norte,TO,PORTO ALEGRE DO TOCANTINS,483,1150
Sul,PR,PORTO AMAZONAS,1868,1081
Sul,PR,PORTO BARREIRO,1188,1306
Sul,SC,PORTO BELO,9455,3273
Nordeste,AL,PORTO CALVO,7277,6616
Nordeste,SE,PORTO DA FOLHA,3695,13818
Norte,PA,PORTO DE MOZ,5928,9949
Nordeste,AL,PORTO DE PEDRAS,2237,2725
Nordeste,RN,PORTO DO MANGUE,739,3027
Centro-Oeste,MT,PORTO DOS GAUCHOS,2263,774
Centro-Oeste,MT,PORTO ESPERIDIAO,2975,2389
